Street Address,City,State,Storm Magnitude,AI Damage Score %,Likely Insurance,Event Date
390 Juliette Ave,Manhattan,KS,2.5,16.25,Unknown,2026-04-12
391 Juliette Ave,Manhattan,KS,2.5,16.25,Unknown,2026-04-12
361 E Broadway Ave,Enid,OK,2.0,16.24,Unknown,2026-04-25
329 E Broadway Ave,Enid,OK,2.0,16.2,Unknown,2026-04-25
277 NW 50th St,Oklahoma City,OK,2.1,16.19,Unknown,2026-04-23
399 W Robinson St,Norman,OK,2.0,16.18,Unknown,2026-03-10
386 Juliette Ave,Manhattan,KS,2.5,16.18,Unknown,2026-04-12
182 N High St,,NATIONAL_EXHAUSTIVE,2.0,16.17,Unknown,2026-04-25
305 E Broadway Ave,Enid,OK,2.0,16.16,Unknown,2026-04-25
280 E 91st St,Tulsa,OK,2.0,16.15,Unknown,2026-04-23
167 E 1st St,Tulsa,OK,1.6,16.15,Unknown,2026-04-23
168 N High St,,NATIONAL_EXHAUSTIVE,2.0,16.13,Unknown,2026-04-25
232 N High St,,NATIONAL_EXHAUSTIVE,2.0,16.11,Unknown,2026-04-25
227 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,16.11,Unknown,2026-04-25
359 E Broadway Ave,Enid,OK,2.0,16.1,Unknown,2026-04-25
393 Juliette Ave,Manhattan,KS,2.5,16.09,Unknown,2026-04-12
321 E Broadway Ave,Enid,OK,2.0,16.07,Unknown,2026-04-25
103 E 1st St,Tulsa,OK,1.6,16.06,Unknown,2026-04-23
355 E Broadway Ave,Enid,OK,2.0,16.04,Unknown,2026-04-25
250 E 91st St,Tulsa,OK,2.0,16.04,Unknown,2026-04-23
397 Juliette Ave,Manhattan,KS,2.5,16.04,Unknown,2026-04-12
357 E Broadway Ave,Enid,OK,2.0,16.02,Unknown,2026-04-25
297 Wilshire Blvd,Nichols Hills,OK,2.25,16.01,Unknown,2026-04-25
278 E 91st St,Tulsa,OK,2.0,16.01,Unknown,2026-04-23
384 Juliette Ave,Manhattan,KS,2.5,16.0,Unknown,2026-04-12
117 N High St,,NATIONAL_EXHAUSTIVE,2.0,15.99,Unknown,2026-04-25
315 Juliette Ave,Manhattan,KS,2.5,15.97,Unknown,2026-04-12
194 Juliette Ave,Manhattan,KS,2.5,15.96,Unknown,2026-04-12
195 Juliette Ave,Manhattan,KS,2.5,15.96,Unknown,2026-04-12
186 E 1st St,Tulsa,OK,1.6,15.96,Unknown,2026-04-23
395 Juliette Ave,Manhattan,KS,2.5,15.94,Unknown,2026-04-12
387 Juliette Ave,Manhattan,KS,2.5,15.92,Unknown,2026-04-12
299 Wilshire Blvd,Nichols Hills,OK,2.25,15.9,Unknown,2026-04-25
323 Juliette Ave,Manhattan,KS,2.5,15.9,Unknown,2026-04-12
379 Juliette Ave,Manhattan,KS,2.5,15.9,Unknown,2026-04-12
279 NW 50th St,Oklahoma City,OK,2.1,15.86,Unknown,2026-04-23
313 Juliette Ave,Manhattan,KS,2.5,15.85,Unknown,2026-04-12
353 E Broadway Ave,Enid,OK,2.0,15.84,Unknown,2026-04-25
321 Juliette Ave,Manhattan,KS,2.5,15.84,Unknown,2026-04-12
165 E 1st St,Tulsa,OK,1.6,15.84,Unknown,2026-04-23
115 N High St,,NATIONAL_EXHAUSTIVE,2.0,15.83,Unknown,2026-04-25
333 E Broadway Ave,Enid,OK,2.0,15.83,Unknown,2026-04-25
351 E Broadway Ave,Enid,OK,2.0,15.83,Unknown,2026-04-25
333 Juliette Ave,Manhattan,KS,2.5,15.83,Unknown,2026-04-12
252 E 91st St,Tulsa,OK,2.0,15.82,Unknown,2026-04-23
335 Juliette Ave,Manhattan,KS,2.5,15.81,Unknown,2026-04-12
349 E Broadway Ave,Enid,OK,2.0,15.79,Unknown,2026-04-25
325 Juliette Ave,Manhattan,KS,2.5,15.79,Unknown,2026-04-12
335 E Broadway Ave,Enid,OK,2.0,15.78,Unknown,2026-04-25
347 E Broadway Ave,Enid,OK,2.0,15.78,Unknown,2026-04-25
295 Wilshire Blvd,Nichols Hills,OK,2.25,15.78,Unknown,2026-04-25
327 Juliette Ave,Manhattan,KS,2.5,15.78,Unknown,2026-04-12
345 E Broadway Ave,Enid,OK,2.0,15.77,Unknown,2026-04-25
343 E Broadway Ave,Enid,OK,2.0,15.74,Unknown,2026-04-25
385 Juliette Ave,Manhattan,KS,2.5,15.74,Unknown,2026-04-12
270 E 91st St,Tulsa,OK,2.0,15.73,Unknown,2026-04-23
381 Juliette Ave,Manhattan,KS,2.5,15.73,Unknown,2026-04-12
341 E Broadway Ave,Enid,OK,2.0,15.72,Unknown,2026-04-25
359 Juliette Ave,Manhattan,KS,2.5,15.72,Unknown,2026-04-12
382 Juliette Ave,Manhattan,KS,2.5,15.72,Unknown,2026-04-12
225 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,15.71,Unknown,2026-04-25
276 E 91st St,Tulsa,OK,2.0,15.71,Unknown,2026-04-23
337 E Broadway Ave,Enid,OK,2.0,15.7,Unknown,2026-04-25
339 E Broadway Ave,Enid,OK,2.0,15.69,Unknown,2026-04-25
331 Juliette Ave,Manhattan,KS,2.5,15.69,Unknown,2026-04-12
136 E 1st St,Tulsa,OK,1.6,15.67,Unknown,2026-04-23
233 N High St,,NATIONAL_EXHAUSTIVE,2.0,15.66,Unknown,2026-04-25
281 NW 50th St,Oklahoma City,OK,2.1,15.66,Unknown,2026-04-23
283 NW 50th St,Oklahoma City,OK,2.1,15.64,Unknown,2026-04-23
231 N High St,,NATIONAL_EXHAUSTIVE,2.0,15.59,Unknown,2026-04-25
329 Juliette Ave,Manhattan,KS,2.5,15.59,Unknown,2026-04-12
196 Juliette Ave,Manhattan,KS,2.5,15.58,Unknown,2026-04-12
197 Juliette Ave,Manhattan,KS,2.5,15.58,Unknown,2026-04-12
383 Juliette Ave,Manhattan,KS,2.5,15.57,Unknown,2026-04-12
377 Juliette Ave,Manhattan,KS,2.5,15.53,Unknown,2026-04-12
254 E 91st St,Tulsa,OK,2.0,15.52,Unknown,2026-04-23
256 E 91st St,Tulsa,OK,2.0,15.48,Unknown,2026-04-23
258 E 91st St,Tulsa,OK,2.0,15.47,Unknown,2026-04-23
337 Juliette Ave,Manhattan,KS,2.5,15.44,Unknown,2026-04-12
357 Juliette Ave,Manhattan,KS,2.5,15.44,Unknown,2026-04-12
170 N High St,,NATIONAL_EXHAUSTIVE,2.0,15.4,Unknown,2026-04-25
206 Juliette Ave,Manhattan,KS,2.5,15.4,Unknown,2026-04-12
260 E 91st St,Tulsa,OK,2.0,15.39,Unknown,2026-04-23
339 Juliette Ave,Manhattan,KS,2.5,15.39,Unknown,2026-04-12
198 Juliette Ave,Manhattan,KS,2.5,15.37,Unknown,2026-04-12
199 Juliette Ave,Manhattan,KS,2.5,15.37,Unknown,2026-04-12
200 Juliette Ave,Manhattan,KS,2.5,15.37,Unknown,2026-04-12
201 Juliette Ave,Manhattan,KS,2.5,15.37,Unknown,2026-04-12
361 Juliette Ave,Manhattan,KS,2.5,15.35,Unknown,2026-04-12
363 Juliette Ave,Manhattan,KS,2.5,15.33,Unknown,2026-04-12
138 E 1st St,Tulsa,OK,1.6,15.33,Unknown,2026-04-23
162 N High St,,NATIONAL_EXHAUSTIVE,2.0,15.31,Unknown,2026-04-25
365 Juliette Ave,Manhattan,KS,2.5,15.29,Unknown,2026-04-12
262 E 91st St,Tulsa,OK,2.0,15.27,Unknown,2026-04-23
268 E 91st St,Tulsa,OK,2.0,15.27,Unknown,2026-04-23
355 Juliette Ave,Manhattan,KS,2.5,15.27,Unknown,2026-04-12
375 Juliette Ave,Manhattan,KS,2.5,15.25,Unknown,2026-04-12
223 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,15.24,Unknown,2026-04-25
353 Juliette Ave,Manhattan,KS,2.5,15.23,Unknown,2026-04-12
138 N High St,,NATIONAL_EXHAUSTIVE,2.0,15.21,Unknown,2026-04-25
373 Juliette Ave,Manhattan,KS,2.5,15.21,Unknown,2026-04-12
109 NW 50th St,Oklahoma City,OK,2.1,15.19,Unknown,2026-04-23
285 NW 50th St,Oklahoma City,OK,2.1,15.18,Unknown,2026-04-23
367 Juliette Ave,Manhattan,KS,2.5,15.17,Unknown,2026-04-12
277 N High St,,NATIONAL_EXHAUSTIVE,2.0,15.14,Unknown,2026-04-25
369 Juliette Ave,Manhattan,KS,2.5,15.13,Unknown,2026-04-12
116 NW 50th St,Oklahoma City,OK,2.1,15.11,Unknown,2026-04-23
290 N High St,,NATIONAL_EXHAUSTIVE,2.0,15.1,Unknown,2026-04-25
341 Juliette Ave,Manhattan,KS,2.5,15.1,Unknown,2026-04-12
264 E 91st St,Tulsa,OK,2.0,15.08,Unknown,2026-04-23
343 Juliette Ave,Manhattan,KS,2.5,15.05,Unknown,2026-04-12
266 E 91st St,Tulsa,OK,2.0,14.97,Unknown,2026-04-23
110 3rd St,Manhattan,KS,2.5,14.97,Unknown,2026-04-12
140 E 1st St,Tulsa,OK,1.6,14.97,Unknown,2026-04-23
351 Juliette Ave,Manhattan,KS,2.5,14.92,Unknown,2026-04-12
371 Juliette Ave,Manhattan,KS,2.5,14.91,Unknown,2026-04-12
122 N High St,,NATIONAL_EXHAUSTIVE,2.0,14.9,Unknown,2026-04-25
136 N High St,,NATIONAL_EXHAUSTIVE,2.0,14.89,Unknown,2026-04-25
301 Juliette Ave,Manhattan,KS,2.5,14.89,Unknown,2026-04-12
349 Juliette Ave,Manhattan,KS,2.5,14.88,Unknown,2026-04-12
180 N High St,,NATIONAL_EXHAUSTIVE,2.0,14.85,Unknown,2026-04-25
250 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
251 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
252 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
253 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
254 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
255 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
256 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
257 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
258 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
259 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
260 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
261 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
262 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
263 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
264 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
265 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
266 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
267 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
268 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
269 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
270 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
271 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
272 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
273 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
274 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
275 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
276 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
277 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
278 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
279 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
280 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
281 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
282 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
283 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
284 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
285 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
286 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
287 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
288 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
289 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
290 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
291 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
292 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
293 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
294 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
295 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
296 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
297 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
298 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
299 3rd St,Manhattan,KS,2.5,14.8,Unknown,2026-04-12
345 Juliette Ave,Manhattan,KS,2.5,14.79,Unknown,2026-04-12
221 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,14.78,Unknown,2026-04-25
347 Juliette Ave,Manhattan,KS,2.5,14.78,Unknown,2026-04-12
142 E 1st St,Tulsa,OK,1.6,14.74,Unknown,2026-04-23
248 N High St,,NATIONAL_EXHAUSTIVE,2.0,14.72,Unknown,2026-04-25
219 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,14.71,Unknown,2026-04-25
287 NW 50th St,Oklahoma City,OK,2.1,14.68,Unknown,2026-04-23
"69409 Laurel Creek Road, , West Virginia 25916",West Daniel,VIRGINIA,3.35,14.67,Unknown,2026-04-19
120 E Broadway Ave,Enid,OK,2.0,14.67,Unknown,2026-04-25
123 N High St,,NATIONAL_EXHAUSTIVE,2.0,14.59,Unknown,2026-04-25
125 N High St,,NATIONAL_EXHAUSTIVE,2.0,14.59,Unknown,2026-04-25
184 E 1st St,Tulsa,OK,1.6,14.59,Unknown,2026-04-23
217 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,14.54,Unknown,2026-04-25
134 N High St,,NATIONAL_EXHAUSTIVE,2.0,14.5,Unknown,2026-04-25
220 E 91st St,Tulsa,OK,2.0,14.46,Unknown,2026-04-23
222 E 91st St,Tulsa,OK,2.0,14.46,Unknown,2026-04-23
144 E 1st St,Tulsa,OK,1.6,14.44,Unknown,2026-04-23
146 E 1st St,Tulsa,OK,1.6,14.33,Unknown,2026-04-23
132 N High St,,NATIONAL_EXHAUSTIVE,2.0,14.29,Unknown,2026-04-25
215 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,14.29,Unknown,2026-04-25
100 Main St,Manhattan,KS,2.0,14.28,Unknown,2026-04-12
200 Poyntz Ave,Manhattan,KS,2.0,14.28,Unknown,2026-04-12
157 E 1st St,Tulsa,OK,1.6,14.26,Unknown,2026-04-23
289 NW 50th St,Oklahoma City,OK,2.1,14.24,Unknown,2026-04-23
202 Juliette Ave,Manhattan,KS,2.5,14.18,Unknown,2026-04-12
213 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,14.16,Unknown,2026-04-25
204 Juliette Ave,Manhattan,KS,2.5,14.11,Unknown,2026-04-12
114 E Broadway Ave,Enid,OK,2.0,14.06,Unknown,2026-04-25
211 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,14.05,Unknown,2026-04-25
203 Juliette Ave,Manhattan,KS,2.5,14.04,Unknown,2026-04-12
126 N High St,,NATIONAL_EXHAUSTIVE,2.0,14.03,Unknown,2026-04-25
148 E 1st St,Tulsa,OK,1.6,14.0,Unknown,2026-04-23
209 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,13.89,Unknown,2026-04-25
114 N High St,,NATIONAL_EXHAUSTIVE,2.0,13.88,Unknown,2026-04-25
126 E Broadway Ave,Enid,OK,2.0,13.87,Unknown,2026-04-25
122 E Broadway Ave,Enid,OK,2.0,13.83,Unknown,2026-04-25
346 E Broadway Ave,Enid,OK,2.0,13.78,Unknown,2026-04-25
156 NW 50th St,Oklahoma City,OK,2.1,13.76,Unknown,2026-04-23
150 E 1st St,Tulsa,OK,1.6,13.73,Unknown,2026-04-23
182 E 1st St,Tulsa,OK,1.6,13.59,Unknown,2026-04-23
"29091 Highway 50, , Nebraska 68441",Bassside,NEBRASKA,3.57,13.53,Unknown,2026-04-17
313 E Broadway Ave,Enid,OK,2.0,13.52,Unknown,2026-04-25
315 E Broadway Ave,Enid,OK,2.0,13.52,Unknown,2026-04-25
342 E Broadway Ave,Enid,OK,2.0,13.52,Unknown,2026-04-25
344 E Broadway Ave,Enid,OK,2.0,13.52,Unknown,2026-04-25
155 E 1st St,Tulsa,OK,1.6,13.49,Unknown,2026-04-23
300 N May Ave,Oklahoma City,OK,1.85,13.48,Unknown,2026-04-23
116 E Broadway Ave,Enid,OK,2.0,13.46,Unknown,2026-04-25
152 E 1st St,Tulsa,OK,1.6,13.43,Unknown,2026-04-23
291 NW 50th St,Oklahoma City,OK,2.1,13.33,Unknown,2026-04-23
291 Wilshire Blvd,Nichols Hills,OK,2.25,13.32,Unknown,2026-04-25
126 NW 50th St,Oklahoma City,OK,2.1,13.32,Unknown,2026-04-23
118 E Broadway Ave,Enid,OK,2.0,13.29,Unknown,2026-04-25
340 E Broadway Ave,Enid,OK,2.0,13.27,Unknown,2026-04-25
293 Wilshire Blvd,Nichols Hills,OK,2.25,13.26,Unknown,2026-04-25
176 E 91st St,Tulsa,OK,2.0,13.26,Unknown,2026-04-23
177 E 91st St,Tulsa,OK,2.0,13.26,Unknown,2026-04-23
178 E 91st St,Tulsa,OK,2.0,13.26,Unknown,2026-04-23
179 E 91st St,Tulsa,OK,2.0,13.26,Unknown,2026-04-23
289 Wilshire Blvd,Nichols Hills,OK,2.25,13.24,Unknown,2026-04-25
100 E Broadway Ave,Enid,OK,2.0,13.21,Unknown,2026-04-25
198 E Broadway Ave,Enid,OK,2.0,13.21,Unknown,2026-04-25
281 Wilshire Blvd,Nichols Hills,OK,2.25,13.17,Unknown,2026-04-25
279 Wilshire Blvd,Nichols Hills,OK,2.25,13.14,Unknown,2026-04-25
128 E Broadway Ave,Enid,OK,2.0,13.13,Unknown,2026-04-25
277 Wilshire Blvd,Nichols Hills,OK,2.25,13.11,Unknown,2026-04-25
124 NW 50th St,Oklahoma City,OK,2.1,13.11,Unknown,2026-04-23
275 Wilshire Blvd,Nichols Hills,OK,2.25,13.07,Unknown,2026-04-25
283 Wilshire Blvd,Nichols Hills,OK,2.25,13.06,Unknown,2026-04-25
118 NW 50th St,Oklahoma City,OK,2.1,13.06,Unknown,2026-04-23
285 Wilshire Blvd,Nichols Hills,OK,2.25,13.03,Unknown,2026-04-25
287 Wilshire Blvd,Nichols Hills,OK,2.25,13.03,Unknown,2026-04-25
161 E 1st St,Tulsa,OK,1.6,13.01,Unknown,2026-04-23
163 E 1st St,Tulsa,OK,1.6,13.01,Unknown,2026-04-23
178 E 1st St,Tulsa,OK,1.6,13.01,Unknown,2026-04-23
180 E 1st St,Tulsa,OK,1.6,13.01,Unknown,2026-04-23
269 Wilshire Blvd,Nichols Hills,OK,2.25,13.0,Unknown,2026-04-25
263 Wilshire Blvd,Nichols Hills,OK,2.25,12.99,Unknown,2026-04-25
112 E Broadway Ave,Enid,OK,2.0,12.98,Unknown,2026-04-25
265 Wilshire Blvd,Nichols Hills,OK,2.25,12.98,Unknown,2026-04-25
273 Wilshire Blvd,Nichols Hills,OK,2.25,12.98,Unknown,2026-04-25
253 Wilshire Blvd,Nichols Hills,OK,2.25,12.94,Unknown,2026-04-25
267 Wilshire Blvd,Nichols Hills,OK,2.25,12.94,Unknown,2026-04-25
124 E Broadway Ave,Enid,OK,2.0,12.93,Unknown,2026-04-25
257 Wilshire Blvd,Nichols Hills,OK,2.25,12.92,Unknown,2026-04-25
261 Wilshire Blvd,Nichols Hills,OK,2.25,12.92,Unknown,2026-04-25
271 Wilshire Blvd,Nichols Hills,OK,2.25,12.92,Unknown,2026-04-25
249 Wilshire Blvd,Nichols Hills,OK,2.25,12.91,Unknown,2026-04-25
255 Wilshire Blvd,Nichols Hills,OK,2.25,12.88,Unknown,2026-04-25
259 Wilshire Blvd,Nichols Hills,OK,2.25,12.86,Unknown,2026-04-25
138 NW 50th St,Oklahoma City,OK,2.1,12.82,Unknown,2026-04-23
251 Wilshire Blvd,Nichols Hills,OK,2.25,12.79,Unknown,2026-04-25
154 E 1st St,Tulsa,OK,1.6,12.77,Unknown,2026-04-23
241 Wilshire Blvd,Nichols Hills,OK,2.25,12.76,Unknown,2026-04-25
154 NW 50th St,Oklahoma City,OK,2.1,12.76,Unknown,2026-04-23
132 E Broadway Ave,Enid,OK,2.0,12.75,Unknown,2026-04-25
142 NW 50th St,Oklahoma City,OK,2.1,12.72,Unknown,2026-04-23
153 E 1st St,Tulsa,OK,1.6,12.72,Unknown,2026-04-23
156 E 1st St,Tulsa,OK,1.6,12.68,Unknown,2026-04-23
120 NW 50th St,Oklahoma City,OK,2.1,12.66,Unknown,2026-04-23
174 E 1st St,Tulsa,OK,1.6,12.66,Unknown,2026-04-23
122 NW 50th St,Oklahoma City,OK,2.1,12.64,Unknown,2026-04-23
247 Wilshire Blvd,Nichols Hills,OK,2.25,12.62,Unknown,2026-04-25
134 E Broadway Ave,Enid,OK,2.0,12.61,Unknown,2026-04-25
159 E 1st St,Tulsa,OK,1.6,12.6,Unknown,2026-04-23
176 E 1st St,Tulsa,OK,1.6,12.6,Unknown,2026-04-23
158 E 1st St,Tulsa,OK,1.6,12.57,Unknown,2026-04-23
293 NW 50th St,Oklahoma City,OK,2.1,12.56,Unknown,2026-04-23
151 E 1st St,Tulsa,OK,1.6,12.54,Unknown,2026-04-23
152 NW 50th St,Oklahoma City,OK,2.1,12.51,Unknown,2026-04-23
146 NW 50th St,Oklahoma City,OK,2.1,12.49,Unknown,2026-04-23
148 NW 50th St,Oklahoma City,OK,2.1,12.48,Unknown,2026-04-23
140 NW 50th St,Oklahoma City,OK,2.1,12.46,Unknown,2026-04-23
144 NW 50th St,Oklahoma City,OK,2.1,12.45,Unknown,2026-04-23
172 E 1st St,Tulsa,OK,1.6,12.42,Unknown,2026-04-23
166 E 1st St,Tulsa,OK,1.6,12.41,Unknown,2026-04-23
170 E 1st St,Tulsa,OK,1.6,12.41,Unknown,2026-04-23
250 N High St,,NATIONAL_EXHAUSTIVE,2.0,12.4,Unknown,2026-04-25
136 E Broadway Ave,Enid,OK,2.0,12.38,Unknown,2026-04-25
198 E 91st St,Tulsa,OK,2.0,12.38,Unknown,2026-04-23
199 E 91st St,Tulsa,OK,2.0,12.38,Unknown,2026-04-23
200 E 91st St,Tulsa,OK,2.0,12.38,Unknown,2026-04-23
190 W Maine St,Enid,OK,2.0,12.36,Unknown,2026-04-25
100 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
101 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
102 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
103 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
104 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
105 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
106 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
107 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
108 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
109 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
110 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
111 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
112 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
113 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
114 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
115 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
116 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
117 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
118 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
119 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
120 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
121 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
122 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
123 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
124 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
125 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
126 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
127 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
128 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
129 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
130 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
131 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
132 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
133 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
134 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
135 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
136 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
137 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
138 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
139 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
140 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
141 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
142 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
143 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
144 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
145 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
146 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
147 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
148 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
