Address,City,State,Zip,Full_Address,Hail_Magnitude,Event_Date
152 NW 10th St,Oklahoma City,OK,73107,"152 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
153 NW 10th St,Oklahoma City,OK,73107,"153 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
154 NW 10th St,Oklahoma City,OK,73107,"154 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
155 NW 10th St,Oklahoma City,OK,73107,"155 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
156 NW 10th St,Oklahoma City,OK,73107,"156 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
157 NW 10th St,Oklahoma City,OK,73107,"157 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
158 NW 10th St,Oklahoma City,OK,73107,"158 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
159 NW 10th St,Oklahoma City,OK,73107,"159 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
160 NW 10th St,Oklahoma City,OK,73107,"160 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
161 NW 10th St,Oklahoma City,OK,73107,"161 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
162 NW 10th St,Oklahoma City,OK,73107,"162 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
163 NW 10th St,Oklahoma City,OK,73107,"163 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
164 NW 10th St,Oklahoma City,OK,73107,"164 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
165 NW 10th St,Oklahoma City,OK,73107,"165 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
166 NW 10th St,Oklahoma City,OK,73107,"166 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
167 NW 10th St,Oklahoma City,OK,73107,"167 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
168 NW 10th St,Oklahoma City,OK,73107,"168 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
169 NW 10th St,Oklahoma City,OK,73107,"169 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
170 NW 10th St,Oklahoma City,OK,73107,"170 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
171 NW 10th St,Oklahoma City,OK,73107,"171 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
172 NW 10th St,Oklahoma City,OK,73107,"172 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
173 NW 10th St,Oklahoma City,OK,73107,"173 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
174 NW 10th St,Oklahoma City,OK,73107,"174 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
175 NW 10th St,Oklahoma City,OK,73107,"175 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
176 NW 10th St,Oklahoma City,OK,73107,"176 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
177 NW 10th St,Oklahoma City,OK,73107,"177 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
178 NW 10th St,Oklahoma City,OK,73107,"178 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
179 NW 10th St,Oklahoma City,OK,73107,"179 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
180 NW 10th St,Oklahoma City,OK,73107,"180 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
181 NW 10th St,Oklahoma City,OK,73107,"181 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
182 NW 10th St,Oklahoma City,OK,73107,"182 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
183 NW 10th St,Oklahoma City,OK,73107,"183 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
184 NW 10th St,Oklahoma City,OK,73107,"184 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
185 NW 10th St,Oklahoma City,OK,73107,"185 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
186 NW 10th St,Oklahoma City,OK,73107,"186 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
187 NW 10th St,Oklahoma City,OK,73107,"187 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
188 NW 10th St,Oklahoma City,OK,73107,"188 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
189 NW 10th St,Oklahoma City,OK,73107,"189 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
190 NW 10th St,Oklahoma City,OK,73107,"190 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
191 NW 10th St,Oklahoma City,OK,73107,"191 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
192 NW 10th St,Oklahoma City,OK,73107,"192 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
193 NW 10th St,Oklahoma City,OK,73107,"193 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
194 NW 10th St,Oklahoma City,OK,73107,"194 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
195 NW 10th St,Oklahoma City,OK,73107,"195 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
196 NW 10th St,Oklahoma City,OK,73107,"196 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
197 NW 10th St,Oklahoma City,OK,73107,"197 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
198 NW 10th St,Oklahoma City,OK,73107,"198 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
199 NW 10th St,Oklahoma City,OK,73107,"199 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
200 NW 10th St,Oklahoma City,OK,73107,"200 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
201 NW 10th St,Oklahoma City,OK,73107,"201 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
202 NW 10th St,Oklahoma City,OK,73107,"202 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
203 NW 10th St,Oklahoma City,OK,73107,"203 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
204 NW 10th St,Oklahoma City,OK,73107,"204 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
205 NW 10th St,Oklahoma City,OK,73107,"205 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
206 NW 10th St,Oklahoma City,OK,73107,"206 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
207 NW 10th St,Oklahoma City,OK,73107,"207 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
208 NW 10th St,Oklahoma City,OK,73107,"208 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
209 NW 10th St,Oklahoma City,OK,73107,"209 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
210 NW 10th St,Oklahoma City,OK,73107,"210 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
211 NW 10th St,Oklahoma City,OK,73107,"211 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
212 NW 10th St,Oklahoma City,OK,73107,"212 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
213 NW 10th St,Oklahoma City,OK,73107,"213 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
214 NW 10th St,Oklahoma City,OK,73107,"214 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
215 NW 10th St,Oklahoma City,OK,73107,"215 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
216 NW 10th St,Oklahoma City,OK,73107,"216 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
217 NW 10th St,Oklahoma City,OK,73107,"217 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
218 NW 10th St,Oklahoma City,OK,73107,"218 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
219 NW 10th St,Oklahoma City,OK,73107,"219 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
220 NW 10th St,Oklahoma City,OK,73107,"220 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
221 NW 10th St,Oklahoma City,OK,73107,"221 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
222 NW 10th St,Oklahoma City,OK,73107,"222 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
223 NW 10th St,Oklahoma City,OK,73107,"223 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
224 NW 10th St,Oklahoma City,OK,73107,"224 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
225 NW 10th St,Oklahoma City,OK,73107,"225 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
226 NW 10th St,Oklahoma City,OK,73107,"226 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
227 NW 10th St,Oklahoma City,OK,73107,"227 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
228 NW 10th St,Oklahoma City,OK,73107,"228 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
229 NW 10th St,Oklahoma City,OK,73107,"229 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
230 NW 10th St,Oklahoma City,OK,73107,"230 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
231 NW 10th St,Oklahoma City,OK,73107,"231 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
232 NW 10th St,Oklahoma City,OK,73107,"232 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
233 NW 10th St,Oklahoma City,OK,73107,"233 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
234 NW 10th St,Oklahoma City,OK,73107,"234 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
235 NW 10th St,Oklahoma City,OK,73107,"235 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
236 NW 10th St,Oklahoma City,OK,73107,"236 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
237 NW 10th St,Oklahoma City,OK,73107,"237 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
238 NW 10th St,Oklahoma City,OK,73107,"238 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
239 NW 10th St,Oklahoma City,OK,73107,"239 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
240 NW 10th St,Oklahoma City,OK,73107,"240 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
241 NW 10th St,Oklahoma City,OK,73107,"241 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
242 NW 10th St,Oklahoma City,OK,73107,"242 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
243 NW 10th St,Oklahoma City,OK,73107,"243 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
244 NW 10th St,Oklahoma City,OK,73107,"244 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
245 NW 10th St,Oklahoma City,OK,73107,"245 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
246 NW 10th St,Oklahoma City,OK,73107,"246 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
247 NW 10th St,Oklahoma City,OK,73107,"247 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
248 NW 10th St,Oklahoma City,OK,73107,"248 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
249 NW 10th St,Oklahoma City,OK,73107,"249 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
250 NW 10th St,Oklahoma City,OK,73107,"250 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
251 NW 10th St,Oklahoma City,OK,73107,"251 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
252 NW 10th St,Oklahoma City,OK,73107,"252 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
253 NW 10th St,Oklahoma City,OK,73107,"253 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
254 NW 10th St,Oklahoma City,OK,73107,"254 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
255 NW 10th St,Oklahoma City,OK,73107,"255 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
256 NW 10th St,Oklahoma City,OK,73107,"256 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
257 NW 10th St,Oklahoma City,OK,73107,"257 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
258 NW 10th St,Oklahoma City,OK,73107,"258 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
259 NW 10th St,Oklahoma City,OK,73107,"259 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
260 NW 10th St,Oklahoma City,OK,73107,"260 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
261 NW 10th St,Oklahoma City,OK,73107,"261 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
262 NW 10th St,Oklahoma City,OK,73107,"262 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
263 NW 10th St,Oklahoma City,OK,73107,"263 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
264 NW 10th St,Oklahoma City,OK,73107,"264 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
265 NW 10th St,Oklahoma City,OK,73107,"265 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
266 NW 10th St,Oklahoma City,OK,73107,"266 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
267 NW 10th St,Oklahoma City,OK,73107,"267 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
268 NW 10th St,Oklahoma City,OK,73107,"268 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
269 NW 10th St,Oklahoma City,OK,73107,"269 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
270 NW 10th St,Oklahoma City,OK,73107,"270 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
271 NW 10th St,Oklahoma City,OK,73107,"271 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
272 NW 10th St,Oklahoma City,OK,73107,"272 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
273 NW 10th St,Oklahoma City,OK,73107,"273 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
274 NW 10th St,Oklahoma City,OK,73107,"274 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
275 NW 10th St,Oklahoma City,OK,73107,"275 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
276 NW 10th St,Oklahoma City,OK,73107,"276 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
277 NW 10th St,Oklahoma City,OK,73107,"277 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
278 NW 10th St,Oklahoma City,OK,73107,"278 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
279 NW 10th St,Oklahoma City,OK,73107,"279 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
280 NW 10th St,Oklahoma City,OK,73107,"280 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
281 NW 10th St,Oklahoma City,OK,73107,"281 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
282 NW 10th St,Oklahoma City,OK,73107,"282 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
283 NW 10th St,Oklahoma City,OK,73107,"283 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
284 NW 10th St,Oklahoma City,OK,73107,"284 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
285 NW 10th St,Oklahoma City,OK,73107,"285 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
286 NW 10th St,Oklahoma City,OK,73107,"286 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
287 NW 10th St,Oklahoma City,OK,73107,"287 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
288 NW 10th St,Oklahoma City,OK,73107,"288 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
289 NW 10th St,Oklahoma City,OK,73107,"289 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
290 NW 10th St,Oklahoma City,OK,73107,"290 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
291 NW 10th St,Oklahoma City,OK,73107,"291 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
292 NW 10th St,Oklahoma City,OK,73107,"292 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
293 NW 10th St,Oklahoma City,OK,73107,"293 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
294 NW 10th St,Oklahoma City,OK,73107,"294 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
295 NW 10th St,Oklahoma City,OK,73107,"295 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
296 NW 10th St,Oklahoma City,OK,73107,"296 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
297 NW 10th St,Oklahoma City,OK,73107,"297 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
298 NW 10th St,Oklahoma City,OK,73107,"298 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
299 NW 10th St,Oklahoma City,OK,73107,"299 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
300 NW 10th St,Oklahoma City,OK,73107,"300 NW 10th St, Oklahoma City, OK 73107",1.85,2026-04-23
100 N May Ave,Oklahoma City,OK,73107,"100 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
101 N May Ave,Oklahoma City,OK,73107,"101 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
102 N May Ave,Oklahoma City,OK,73107,"102 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
103 N May Ave,Oklahoma City,OK,73107,"103 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
104 N May Ave,Oklahoma City,OK,73107,"104 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
105 N May Ave,Oklahoma City,OK,73107,"105 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
106 N May Ave,Oklahoma City,OK,73107,"106 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
107 N May Ave,Oklahoma City,OK,73107,"107 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
108 N May Ave,Oklahoma City,OK,73107,"108 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
109 N May Ave,Oklahoma City,OK,73107,"109 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
110 N May Ave,Oklahoma City,OK,73107,"110 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
111 N May Ave,Oklahoma City,OK,73107,"111 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
112 N May Ave,Oklahoma City,OK,73107,"112 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
113 N May Ave,Oklahoma City,OK,73107,"113 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
114 N May Ave,Oklahoma City,OK,73107,"114 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
115 N May Ave,Oklahoma City,OK,73107,"115 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
116 N May Ave,Oklahoma City,OK,73107,"116 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
117 N May Ave,Oklahoma City,OK,73107,"117 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
118 N May Ave,Oklahoma City,OK,73107,"118 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
119 N May Ave,Oklahoma City,OK,73107,"119 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
120 N May Ave,Oklahoma City,OK,73107,"120 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
121 N May Ave,Oklahoma City,OK,73107,"121 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
122 N May Ave,Oklahoma City,OK,73107,"122 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
123 N May Ave,Oklahoma City,OK,73107,"123 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
124 N May Ave,Oklahoma City,OK,73107,"124 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
125 N May Ave,Oklahoma City,OK,73107,"125 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
126 N May Ave,Oklahoma City,OK,73107,"126 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
127 N May Ave,Oklahoma City,OK,73107,"127 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
128 N May Ave,Oklahoma City,OK,73107,"128 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
129 N May Ave,Oklahoma City,OK,73107,"129 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
130 N May Ave,Oklahoma City,OK,73107,"130 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
131 N May Ave,Oklahoma City,OK,73107,"131 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
132 N May Ave,Oklahoma City,OK,73107,"132 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
133 N May Ave,Oklahoma City,OK,73107,"133 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
134 N May Ave,Oklahoma City,OK,73107,"134 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
135 N May Ave,Oklahoma City,OK,73107,"135 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
136 N May Ave,Oklahoma City,OK,73107,"136 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
137 N May Ave,Oklahoma City,OK,73107,"137 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
138 N May Ave,Oklahoma City,OK,73107,"138 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
139 N May Ave,Oklahoma City,OK,73107,"139 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
140 N May Ave,Oklahoma City,OK,73107,"140 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
141 N May Ave,Oklahoma City,OK,73107,"141 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
142 N May Ave,Oklahoma City,OK,73107,"142 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
143 N May Ave,Oklahoma City,OK,73107,"143 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
144 N May Ave,Oklahoma City,OK,73107,"144 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
145 N May Ave,Oklahoma City,OK,73107,"145 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
146 N May Ave,Oklahoma City,OK,73107,"146 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
147 N May Ave,Oklahoma City,OK,73107,"147 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
148 N May Ave,Oklahoma City,OK,73107,"148 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
149 N May Ave,Oklahoma City,OK,73107,"149 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
150 N May Ave,Oklahoma City,OK,73107,"150 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
151 N May Ave,Oklahoma City,OK,73107,"151 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
152 N May Ave,Oklahoma City,OK,73107,"152 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
153 N May Ave,Oklahoma City,OK,73107,"153 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
154 N May Ave,Oklahoma City,OK,73107,"154 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
155 N May Ave,Oklahoma City,OK,73107,"155 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
156 N May Ave,Oklahoma City,OK,73107,"156 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
157 N May Ave,Oklahoma City,OK,73107,"157 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
158 N May Ave,Oklahoma City,OK,73107,"158 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
159 N May Ave,Oklahoma City,OK,73107,"159 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
160 N May Ave,Oklahoma City,OK,73107,"160 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
161 N May Ave,Oklahoma City,OK,73107,"161 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
162 N May Ave,Oklahoma City,OK,73107,"162 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
163 N May Ave,Oklahoma City,OK,73107,"163 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
164 N May Ave,Oklahoma City,OK,73107,"164 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
165 N May Ave,Oklahoma City,OK,73107,"165 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
166 N May Ave,Oklahoma City,OK,73107,"166 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
167 N May Ave,Oklahoma City,OK,73107,"167 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
168 N May Ave,Oklahoma City,OK,73107,"168 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
169 N May Ave,Oklahoma City,OK,73107,"169 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
170 N May Ave,Oklahoma City,OK,73107,"170 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
171 N May Ave,Oklahoma City,OK,73107,"171 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
172 N May Ave,Oklahoma City,OK,73107,"172 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
173 N May Ave,Oklahoma City,OK,73107,"173 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
174 N May Ave,Oklahoma City,OK,73107,"174 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
175 N May Ave,Oklahoma City,OK,73107,"175 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
176 N May Ave,Oklahoma City,OK,73107,"176 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
177 N May Ave,Oklahoma City,OK,73107,"177 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
178 N May Ave,Oklahoma City,OK,73107,"178 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
179 N May Ave,Oklahoma City,OK,73107,"179 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
180 N May Ave,Oklahoma City,OK,73107,"180 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
181 N May Ave,Oklahoma City,OK,73107,"181 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
182 N May Ave,Oklahoma City,OK,73107,"182 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
183 N May Ave,Oklahoma City,OK,73107,"183 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
184 N May Ave,Oklahoma City,OK,73107,"184 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
185 N May Ave,Oklahoma City,OK,73107,"185 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
186 N May Ave,Oklahoma City,OK,73107,"186 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
187 N May Ave,Oklahoma City,OK,73107,"187 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
188 N May Ave,Oklahoma City,OK,73107,"188 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
189 N May Ave,Oklahoma City,OK,73107,"189 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
190 N May Ave,Oklahoma City,OK,73107,"190 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
191 N May Ave,Oklahoma City,OK,73107,"191 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
192 N May Ave,Oklahoma City,OK,73107,"192 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
193 N May Ave,Oklahoma City,OK,73107,"193 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
194 N May Ave,Oklahoma City,OK,73107,"194 N May Ave, Oklahoma City, OK 73107",1.85,2026-04-23
